record_id,source_record_id,city,city_code,neighborhood,street_or_area,complex_name,plan_number,renewal_type,planning_status_raw,planning_status_normalized,declared_complex,existing_units,additional_units,proposed_units,permits_total,declaration_date,validity_year,in_execution,mavat_url,map_url,source_name,source_url,source_type,original_resource_id,last_updated,confidence_level,data_confidence_score,data_quality_flag,lawyer_note,original_file_path,original_row_index,ingestion_timestamp,detected_relevance_reason,has_plan_number,has_mavat_url,has_map_url,has_existing_units,has_proposed_units,has_permits,has_quality_issue,declaration_date_parsed,declaration_year,years_since_declaration,proposed_to_existing_ratio,additional_to_existing_ratio,planning_maturity_score,source_strength_score,scale_score,data_quality_penalty,project_momentum_score,project_momentum_label,project_momentum_explanation,advanced_project_label,ml_advancement_score_oof,ml_advancement_score,ml_advancement_label,ml_model_used,ml_feature_set_used,ml_score_warning,dashboard_note
UR_4231,4231,פרדס חנה כרכור,7800,,,למרחב,308-0479873,מיסוי,תכנית מאושרת לפני מימוש,PLAN_APPROVED,1,28.0,86.0,114.0,,2022-05-10,2019.0,False,https://mavat.iplan.gov.il/SV4/1/3000547177/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4231,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/3000547177/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official urban renewal record found. Approved planning status appears in the public source; recommended to inspect Mavat documents. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,87,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,False,False,2022-05-10,2022,4,4.071428571428571,3.0714285714285716,70.0,100.0,60.0,0,79.5,HIGH,High maturity score due to approved planning status. Mavat link available. Manual verification still required.,1,48.8,48.8,MEDIUM_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates meaningful planning advancement. Recommended to inspect official documents. Mavat link available.
UR_4232,4232,אור יהודה,2400,,,העצמאות,552-0284398,מיסוי,תכנית מאושרת במימוש,CONSTRUCTION,1,128.0,616.0,744.0,62.0,2024-03-04,2016.0,True,https://mavat.iplan.gov.il/SV4/1/5000343541/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4232,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000343541/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record indicates implementation/construction stage; verify current status in Mavat and municipal systems. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,88,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2024-03-04,2024,2,5.8125,4.8125,95.0,100.0,90.0,0,96.2,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,75.9,75.9,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4234,4234,תל אביב יפו,5000,,,אילת - אליפלט,507-0137190,מיסוי,תכנית מאושרת לפני מימוש,PLAN_APPROVED,1,93.0,200.0,200.0,,2025-03-04,2022.0,False,https://mavat.iplan.gov.il/SV4/1/5000263543/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4234,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000263543/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official urban renewal record found. Approved planning status appears in the public source; recommended to inspect Mavat documents. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,89,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,False,False,2025-03-04,2025,1,2.150537634408602,2.150537634408602,70.0,100.0,60.0,0,79.5,HIGH,High maturity score due to approved planning status. Mavat link available. Manual verification still required.,1,68.5,68.5,MEDIUM_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates meaningful planning advancement. Recommended to inspect official documents. Mavat link available.
UR_4235,4235,בת ים,6200,,,אילת,502-0492876,מיסוי,תכנית מאושרת לפני מימוש,PLAN_APPROVED,1,192.0,508.0,700.0,,2024-03-20,2022.0,False,https://mavat.iplan.gov.il/SV4/1/5000636831/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4235,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000636831/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official urban renewal record found. Approved planning status appears in the public source; recommended to inspect Mavat documents. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,90,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,False,False,2024-03-20,2024,2,3.6458333333333335,2.6458333333333335,70.0,100.0,90.0,0,82.5,VERY_HIGH,High maturity score due to approved planning status. Mavat link available. Manual verification still required.,1,77.7,77.7,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4236,4236,רמת גן,8600,,,רמת השקמה רח' שלם,506-0202762,מיסוי,תכנית מאושרת לפני מימוש,PLAN_APPROVED,1,48.0,106.0,154.0,,2024-11-19,2024.0,False,https://mavat.iplan.gov.il/SV4/1/5000302483/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4236,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000302483/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official urban renewal record found. Approved planning status appears in the public source; recommended to inspect Mavat documents. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,91,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,False,False,2024-11-19,2024,2,3.2083333333333335,2.2083333333333335,70.0,100.0,60.0,0,79.5,HIGH,High maturity score due to approved planning status. Mavat link available. Manual verification still required.,1,70.2,70.2,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates meaningful planning advancement. Recommended to inspect official documents. Mavat link available.
UR_4240,4240,בת ים,6200,,,"כ""ט בנובמבר (מאוחד)",502-0749986,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,224.0,740.0,964.0,964.0,2022-05-01,2021.0,False,https://mavat.iplan.gov.il/SV4/1/5001003681/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4240,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5001003681/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,92,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2022-05-01,2022,4,4.303571428571429,3.3035714285714284,90.0,100.0,90.0,0,93.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,36.6,36.6,LOW_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4242,4242,רמת גן,8600,,,"מתחם הרוא""ה 75,77,79",506-0282186,מיסוי,תכנית מאושרת לפני מימוש,PLAN_APPROVED,1,30.0,60.0,90.0,,2025-03-17,2021.0,False,https://mavat.iplan.gov.il/SV4/1/5000342525/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4242,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000342525/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official urban renewal record found. Approved planning status appears in the public source; recommended to inspect Mavat documents. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,93,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,False,False,2025-03-17,2025,1,3.0,2.0,70.0,100.0,45.0,0,78.0,HIGH,High maturity score due to approved planning status. Mavat link available. Manual verification still required.,1,73.4,73.4,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates meaningful planning advancement. Recommended to inspect official documents. Mavat link available.
UR_4248,4248,ירושלים,3000,,,הקצין סילבר,101-0928176,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,134.0,268.0,603.0,603.0,2024-07-01,2024.0,False,https://mavat.iplan.gov.il/SV4/1/1005111370/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4248,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/1005111370/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,94,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2024-07-01,2024,2,4.5,2.0,90.0,100.0,75.0,0,92.0,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,76.6,76.6,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4249,4249,ירושלים,3000,,,"שטרן 29,31,33",101-0334334,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,68.0,218.0,216.0,216.0,2021-12-27,2017.0,False,https://mavat.iplan.gov.il/SV4/1/1000367057/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4249,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/1000367057/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,95,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2021-12-27,2021,5,3.176470588235294,3.2058823529411766,90.0,100.0,60.0,0,90.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,79.2,79.2,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4250,4250,בת ים,6200,,,הרב מימון - אנה פרנק,502-0310714,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,32.0,96.0,128.0,128.0,2019-07-16,2019.0,False,https://mavat.iplan.gov.il/SV4/1/5000355463/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4250,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000355463/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,96,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2019-07-16,2019,7,4.0,3.0,90.0,100.0,60.0,0,90.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,93.0,93.0,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4252,4252,חדרה,6500,,,הגדוד העברי,302-0707414,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,36.0,238.0,274.0,274.0,2021-12-27,2020.0,False,https://mavat.iplan.gov.il/SV4/1/3000976677/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4252,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/3000976677/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,97,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2021-12-27,2021,5,7.611111111111111,6.611111111111111,90.0,100.0,60.0,0,90.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,80.5,80.5,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4253,4253,הרצליה,6400,,,הר מירון/נווה ישראל,504-0373290,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,124.0,276.0,400.0,400.0,2020-01-22,2018.0,False,https://mavat.iplan.gov.il/SV4/1/5000387377/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4253,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000387377/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,98,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2020-01-22,2020,6,3.225806451612903,2.225806451612903,90.0,100.0,75.0,0,92.0,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,79.2,79.2,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4257,4257,אשדוד,70,,,יצחק הנשיא,603-1097815,,תכנון סטטוטורי,PLAN_IN_PROGRESS,1,186.0,727.0,913.0,,,,False,https://mavat.iplan.gov.il/SV4/1/6005230368/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4257,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/6005230368/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official renewal record found. Planning appears to be in progress; check plan documents and latest public status. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,99,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,False,False,,,,4.908602150537634,3.9086021505376345,40.0,100.0,90.0,0,66.0,HIGH,"Moderate score: official record exists, but planning appears to still be in progress. Mavat link available. Manual verification still required.",0,32.0,32.0,LOW_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates meaningful planning advancement. Recommended to inspect official documents. Mavat link available.
UR_4258,4258,ירושלים,3000,,,פרבשטיין (חדש),101-0395152,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,32.0,98.0,130.0,130.0,2020-06-09,2020.0,False,https://mavat.iplan.gov.il/SV4/1/1000398673/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4258,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/1000398673/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,100,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2020-06-09,2020,6,4.0625,3.0625,90.0,100.0,60.0,0,90.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,85.4,85.4,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4259,4259,בת ים,6200,,,מבצע סיני 25-27,502-0341255,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,34.0,102.0,134.0,134.0,2022-02-09,2019.0,False,https://mavat.iplan.gov.il/SV4/1/5000370659/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4259,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000370659/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,101,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2022-02-09,2022,4,3.9411764705882355,3.0,90.0,100.0,60.0,0,90.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,58.2,58.2,MEDIUM_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4260,4260,הרצליה,6400,,,"ביל""ו",504-0413336,מיסוי,תכנית מאושרת לפני מימוש,PLAN_APPROVED,1,146.0,328.0,474.0,,2021-01-17,2022.0,False,https://mavat.iplan.gov.il/SV4/1/5000407579/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4260,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/5000407579/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official urban renewal record found. Approved planning status appears in the public source; recommended to inspect Mavat documents. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,102,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,False,False,2021-01-17,2021,5,3.2465753424657535,2.2465753424657535,70.0,100.0,75.0,0,81.0,VERY_HIGH,High maturity score due to approved planning status. Mavat link available. Manual verification still required.,1,75.8,75.8,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4262,4262,ירושלים,3000,,,ברל לוקר 13,101-0397752,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,24.0,112.0,143.0,143.0,2023-04-02,2020.0,False,https://mavat.iplan.gov.il/SV4/1/1000399927/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4262,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/1000399927/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,103,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2023-04-02,2023,3,5.958333333333333,4.666666666666667,90.0,100.0,60.0,0,90.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,43.3,43.3,MEDIUM_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4264,4264,ירושלים,3000,,,קלנר,101-0468355,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,117.0,300.0,417.0,417.0,2020-01-06,2020.0,False,https://mavat.iplan.gov.il/SV4/1/1000474471/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4264,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/1000474471/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,104,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2020-01-06,2020,6,3.5641025641025643,2.5641025641025643,90.0,100.0,75.0,0,92.0,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,88.6,88.6,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4265,4265,ירושלים,3000,,,עמק היובל,101-0373522,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,60.0,170.0,245.0,245.0,2020-12-09,2021.0,False,https://mavat.iplan.gov.il/SV4/1/1000387429/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4265,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/1000387429/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,105,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2020-12-09,2020,6,4.083333333333333,2.8333333333333335,90.0,100.0,60.0,0,90.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,87.5,87.5,HIGH_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
UR_4266,4266,ירושלים,3000,,,אור גנים,101-0345298,מיסוי,תכנית מאושרת - אחרי רישוי,PERMIT_APPROVED,1,28.0,108.0,146.0,146.0,2022-02-09,2019.0,False,https://mavat.iplan.gov.il/SV4/1/1000372755/310,https://www.govmap.gov.il/map.html?lay=ADD_PROJECTS_UR_MUCHRAZ&bs=moch_projects|MISPARPROJECT~4266,browser_export_f65a0daf-f737-49c5-9424-d378d52104f5,https://mavat.iplan.gov.il/SV4/1/1000372755/310,browser_export_official_data_gov_api,f65a0daf-f737-49c5-9424-d378d52104f5,2026-05-26,HIGH,100,OK,Official record found with indication of post-licensing/permit stage; worth deeper legal and planning review. Plan number exists; inspect Mavat documents. Mavat link is available.,data\manual_sources\data_gov_f65a0daf_records.json,106,2026-05-26T15:05:10,Browser-saved official data.gov.il CKAN datastore_search JSON,True,True,True,True,True,True,False,2022-02-09,2022,4,5.214285714285714,3.857142857142857,90.0,100.0,60.0,0,90.5,VERY_HIGH,Advanced public status with strong planning-maturity signal. Mavat link available. Manual verification still required.,1,50.4,50.4,MEDIUM_SIMILARITY,RandomForestClassifier,leakage_safe_feature_set,Indicative ML similarity score only. Not a prediction and not legal/planning advice. Leakage-safe feature set used; status and strong permit/status proxy features excluded.,Public data indicates an advanced or highly mature planning stage. Manual verification is still required. Mavat link available.
